Author_name,#Followers,Author Following,Account Created,Verified,Location,Tweet,Length,Likes,Language,Retweets,Time
urmip1311,2,3,27-10-14 18:23,FALSE,,@amazonIN  @AmazonHelp Received the courier in this condition without the amazon packaging .  the product is badly wrapped and the inside item also seem to be somewhat damaged. Provide the solution as soon as possible. https://t.co/ujoejcseEU,"[0, 218]",0,en,1,16-04-21 13:18
ransinghBJP,5359,5081,15-04-10 8:05,FALSE,"Surat, India",@desimojito @amazonIN 🤣🤣,"[22, 24]",0,und,0,16-04-21 13:18
TushNatuskar25,498,737,05-01-19 7:46,FALSE,"Pune, India","RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,16-04-21 13:18
Satyava17295376,0,6,07-04-21 2:38,FALSE,,@amazonIN https://t.co/pQcpuvinLx,"[0, 9]",0,und,0,16-04-21 13:17
Roflgandhi_sDad,128,707,29-07-20 11:29,FALSE,,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,16-04-21 13:17
meer_furkan,8,120,28-06-20 6:53,FALSE,,"RT @IqooInd: Experience colors like never before on the 120Hz AMOLED Display.

With 1300nits Brightness and 6000000:1 Contrast Ratio, every…","[0, 140]",0,en,80,16-04-21 13:17
AbhinavMishra26,140,82,14-05-11 9:56,FALSE,,"@Flipkart   team as you are showing in your app thay you are only delivering essential item in pin code 495118,.What do you mean by essential item? I am not even able to order Surgical Mask or sanitizer even which are very critical currently @amazonIN in is able to order the same","[0, 280]",0,en,0,16-04-21 13:17
Javed22643677,0,7,23-09-19 11:15,FALSE,,"@amazonIN I am waiting , next winner","[10, 36]",0,en,0,16-04-21 13:16
Magicpants96,0,17,23-06-11 11:07,FALSE,India,"@IqooInd @amazonIN #IQOO7series
One of my favorite features is the 66w fast charging. Full charge in just 22 minutes!! 😍😍
Another is the massive vapour chamber for amazing cooling and highest antutu scores😍 https://t.co/Sh6gk7H7ir","[0, 206]",1,en,0,16-04-21 13:16
vijaybangalore,59,804,15-07-10 17:08,FALSE,"Bengaluru, India","RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,16-04-21 13:16
ch_nuthan,300,203,15-03-18 20:54,FALSE,,"RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,16-04-21 13:15
jenniez_zayn,2282,2275,29-09-14 17:57,FALSE,India,"RT @PiyaliBh: @ImNitinJ30 @amazonIN Wah.. Pure bliss 🤗

More power to you.. 

Police Covered Up SSR Murder","[0, 106]",0,en,11,16-04-21 13:15
ch_nuthan,300,203,15-03-18 20:54,FALSE,,"RT @PiyaliBh: @ImNitinJ30 @amazonIN Wah.. Pure bliss 🤗

More power to you.. 

Police Covered Up SSR Murder","[0, 106]",0,en,11,16-04-21 13:15
ljpan1,79,221,01-10-20 8:45,FALSE,,"RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,16-04-21 13:15
mlrnithya,29,74,31-08-20 4:47,FALSE,"Karnataka, India","RT @PiyaliBh: @ImNitinJ30 @amazonIN Wah.. Pure bliss 🤗

More power to you.. 

Police Covered Up SSR Murder","[0, 106]",0,en,11,16-04-21 13:15
ljpan1,79,221,01-10-20 8:45,FALSE,,@ImNitinJ30 @amazonIN Great 👏👏👏,"[22, 31]",0,en,0,16-04-21 13:14
jenniez_zayn,2282,2275,29-09-14 17:57,FALSE,India,"RT @NehaT1923: @ImNitinJ30 @SSRkaFan @amazonIN WOW
Proud of you 👍🙏

Police Covered Up SSR Murder","[0, 96]",0,en,3,16-04-21 13:14
vikas_jadhav7,14,165,18-06-10 10:32,FALSE,Hyderabad,"@OnePlus_IN I got Samsung Galaxy M30s..

Love you @SamsungIndia 

Thank you @amazonIN","[12, 85]",0,en,0,16-04-21 13:14
SiddhiKataria,105,34,18-05-11 17:23,FALSE,"Pune, India",So Amazon India is delivering only essentials in Maharashtra. Understandable.Wat I dnt get is how r books not essential especially in dis scenario.V r under lockdown &amp; its mentally affecting evryq &amp; books can help divert away from negativity &amp; keep u sane @amazonIN,"[0, 277]",2,en,0,16-04-21 13:14
swatiku76582010,159,41,05-01-20 13:24,FALSE,,"RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,16-04-21 13:14
mantra_moto,64,1320,14-04-14 13:01,FALSE,,"RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,16-04-21 13:13
DrPadmajha21,38,200,20-06-20 6:41,FALSE,"Chennai, India","@PBLIndiaLive @amazonIN My Screenshot!

#PauseTheGif #PBL #RiseOfTheRacquet #ContestAlert @PBLIndiaLive 
@snagarjan72 @drmukill @padmajaanu https://t.co/1AiDnppHgO","[24, 139]",3,en,0,16-04-21 13:13
Dharmen77859169,1587,2489,11-11-17 17:25,FALSE,India,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,16-04-21 13:12
DainikHint,119035,47,13-01-16 14:24,FALSE,"Noida, India","कोरोना काल में अमेजन की लगी लॉटरी, साल भर में कमाए 1594 अरब रुपये
@amazon @amazonIN #Earn #COVID19 #dainikhint 
https://t.co/aoewiLFaq7","[0, 135]",2,hi,1,16-04-21 13:12
nishkamspn,0,9,22-12-20 15:30,FALSE,,"@desimojito @amazonIN This may be a warning from God
Kya pata kal ko ek hi taang rahe 😂😂😂","[22, 89]",0,tl,0,16-04-21 13:12
Muhammad2208,4,38,08-02-12 16:31,FALSE,,Legendary track design @IqooInd @amazonIN #IQOO7series https://t.co/ZVQm7tWkB5,"[0, 54]",0,en,0,16-04-21 13:12
DrPadmajha21,38,200,20-06-20 6:41,FALSE,"Chennai, India","RT @PBLIndiaLive: Get ready for an exciting #contest coming your way. 🏸 

Participate and stand a chance to win Rs. 500 worth of @amazonIN…","[0, 139]",0,en,76,16-04-21 13:11
DrPadmajha21,38,200,20-06-20 6:41,FALSE,"Chennai, India","RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,16-04-21 13:11
theskinstory,659,97,09-05-20 5:42,FALSE,Mumbai,"The Skin Story’s all-new No Rinse Foam Cleanser filled with the goodness of Witch Hazel &amp; Menthol is all you need to give your skin an instant burst of freshness!🌿 #NewLaunchStory

Available on @MyNykaa, @CRED_club, @amazonIN  &amp; more! 🛍 https://t.co/agfLaTalqv","[0, 244]",3,en,0,16-04-21 13:11
Swetaga94244225,592,1201,17-03-21 8:58,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:11
SajidSilawat1,2831,2283,10-06-12 11:06,FALSE,India,120Hz Amoled Display @IqooInd @amazonIN #IQOO7series https://t.co/xQLxDKd5dq,"[0, 52]",0,und,0,16-04-21 13:10
SwatiRajpoot18,725,1638,17-03-21 8:53,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:10
NingwalAnil,5584,5575,18-10-17 4:58,FALSE,"Bhopal, India","RT @nakulvibhor: Speaking at #AmazonSmbhav, Eric Broussard, VP, Intl’ Seller Services, Amazon, pointed out the right message for #SMBs &amp; ho…","[0, 144]",0,en,47,16-04-21 13:10
NingwalAnil,5584,5575,18-10-17 4:58,FALSE,"Bhopal, India","RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:10
RupamGu84845725,812,1292,15-03-21 7:59,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:10
Sagarpranjay1,66,610,12-11-20 7:56,FALSE,,"@desimojito @amazonIN अरे कोई न ।

इशिता को गिफ्ट कर दो मोहित ब्रो।","[22, 67]",0,hi,0,16-04-21 13:10
AmritaP26109150,585,1134,15-03-21 8:03,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:10
iamejazking,1760,3636,21-12-13 8:05,FALSE,"Kolkata, India",@AmazonHelp Disappointed @amazonIN,"[12, 34]",0,en,0,16-04-21 13:10
SauravS91139716,3855,3671,05-06-19 1:44,FALSE,"Jamshedpur, India","RT @PiyaliBh: @ImNitinJ30 @amazonIN Wah.. Pure bliss 🤗

More power to you.. 

Police Covered Up SSR Murder","[0, 106]",0,en,11,16-04-21 13:09
SauravS91139716,3855,3671,05-06-19 1:44,FALSE,"Jamshedpur, India","RT @NehaT1923: @ImNitinJ30 @SSRkaFan @amazonIN WOW
Proud of you 👍🙏

Police Covered Up SSR Murder","[0, 96]",0,en,3,16-04-21 13:09
SauravS91139716,3855,3671,05-06-19 1:44,FALSE,"Jamshedpur, India","RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,16-04-21 13:09
technology_ir4,358,130,11-09-16 11:56,FALSE,India,RT @Omkar_Raii: Announcement of $250 million #SmbhavVentureFund @AmazonIN for investing in #startups &amp; entrepreneurs focused on technology…,"[0, 143]",0,en,131,16-04-21 13:09
Sadhnas32805695,889,1680,15-03-21 7:56,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:09
Sadhnas32805695,889,1680,15-03-21 7:56,FALSE,,"RT @nakulvibhor: Speaking at #AmazonSmbhav, Eric Broussard, VP, Intl’ Seller Services, Amazon, pointed out the right message for #SMBs &amp; ho…","[0, 144]",0,en,47,16-04-21 13:09
nandish_salvi,38,70,10-05-10 18:36,FALSE,"Ahmadabad City, India","@AmazonHelp I want people to see it , as I already tried to talk with the customer care , response was. Please don't take parcel from unknown person , and we will try to initiate refund , which will be in 1 week (working day only) so #sameonyouamazon #amazonIN","[12, 260]",0,en,0,16-04-21 13:09
rahulbt98,648,861,07-05-15 7:09,FALSE,"Ahmedabad, Gujarat","RT @SamsungIndia: Launching on 28th April, 12 noon. Head to @amazonIN: https://t.co/thds1SWeww or Samsung Online Store https://t.co/9DRlXrR…","[0, 140]",0,en,103,16-04-21 13:09
RohiniBakshi,14861,1213,25-06-09 7:25,FALSE,London,"RT @RachnaRestores: And the first review of my book Alive! is out on @amazonIN 👇🏻😍

Get your copy here https://t.co/MpTQP7q1Yh

#BookBoost…","[0, 139]",0,en,7,16-04-21 13:09
TanyaM60346723,410,520,26-09-20 9:49,FALSE,,"RT @KKRiders: Understanding. Passion. And most of all, commitment to the cause. 

Watch how these 3 elements resulted in a change of guard…","[0, 139]",0,en,54,16-04-21 13:09
Shikhas45727770,731,1482,17-03-21 8:48,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:08
aarti00012,877,1854,17-03-21 7:51,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:08
SSRMansur21,526,531,05-08-20 17:58,FALSE,,"RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,16-04-21 13:08
Sujatas97239217,1047,2061,17-03-21 8:41,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:08
Anamika72332400,782,1094,19-03-21 14:11,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:07
Riyapat32910817,790,1110,19-03-21 14:08,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:07
RajniYa88718798,470,763,15-03-21 2:48,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:07
SuryaRe5,14,163,04-03-17 9:24,FALSE,,"RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,16-04-21 13:07
Dazzlingcutie1,1374,3006,17-05-18 9:24,FALSE,Mumbai,"RT @PoojaChouhan22: @PBLIndiaLive @amazonIN Here's my screenshot 👇
#contest #PauseTheGif #PBL #RiseOfTheRacquet #ContestAlert 
@PBLIndiaLiv…","[0, 140]",0,en,1,16-04-21 13:07
Sulekhapatel19,407,965,17-03-21 9:01,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:07
Dazzlingcutie1,1374,3006,17-05-18 9:24,FALSE,Mumbai,"RT @GoldQueenie4: @PBLIndiaLive @amazonIN Here's my screenshot 👇
#contest #PauseTheGif #PBL #RiseOfTheRacquet #ContestAlert 
@PBLIndiaLive…","[0, 139]",0,en,3,16-04-21 13:07
kaustripathi,70,311,20-06-10 20:02,FALSE,"Mumbai, India","@amazonIN I have placed 402-6321573-8417946 order with u due to pathatic customer care responses and suggestions from ur end, u have landed me into horrible situation.
Please help me to resolve misleading information provided @CFPB @jagograhakjago @JagoGrahakJagoo","[0, 264]",0,en,0,16-04-21 13:07
SuryaRe5,14,163,04-03-17 9:24,FALSE,,"@PBLIndiaLive @amazonIN My Perfect Screenshot

#PauseTheGif  #PBL
#RiseOfTheRacquet 

@PBLIndiaLive 
Join
@Varun_jerry_1 
@KilariChandana 
@NYerradla 
 https://t.co/Kwz6owbyZA","[24, 175]",0,en,0,16-04-21 13:07
RiyaBajpai16,651,1081,15-03-21 2:38,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:07
Madhulikathaku7,384,1153,17-03-21 8:45,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:07
IndianMaher,509,809,02-06-11 20:21,FALSE,,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,16-04-21 13:06
Radhika00614301,426,632,15-03-21 2:35,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:06
MalaRajpoot3,520,1374,17-03-21 8:01,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:06
Ranjana18937693,209,329,15-03-21 2:57,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:06
Neetupa14040926,805,1922,17-03-21 7:55,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:06
SonaGup72436856,1194,1858,15-03-21 8:18,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:06
john234k,48,290,16-06-14 17:25,FALSE,,"@AmazonHelp @AmazonHelp
 
@AmazonHelp
 
@amazon
 
@amazonIN

@JeffBezos
 
@AmitAgarwal
 Kindly see these emails and let me know how many time I should write the same thing. Let me know if I need to hire someone for copy pasting. https://t.co/KAU5cZqxRZ","[12, 228]",0,en,0,16-04-21 13:06
RitikaP09744907,360,530,15-03-21 2:45,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:05
fitrapstar,246,650,19-11-16 4:21,FALSE,"Chandigarh, India","RT @SamsungIndia: Launching on 28th April, 12 noon. Head to @amazonIN: https://t.co/thds1SWeww or Samsung Online Store https://t.co/9DRlXrR…","[0, 140]",0,en,103,16-04-21 13:05
reenu_kushwaha,875,1533,17-03-21 7:58,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:05
mahirohit7,408,1017,22-05-11 10:16,FALSE,hyderabad,"RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,16-04-21 13:05
jainsachin1201,48,658,15-04-13 18:19,FALSE,"Bengaluru, India","@AmazonHelp No problem
@AmitAgarwal @JeffBezos @amazonIN @amazon","[12, 64]",0,en,0,16-04-21 13:05
Riya__077,120,264,07-06-19 8:25,FALSE,"मुंबई, भारत","RT @nakulvibhor: Speaking at #AmazonSmbhav, Eric Broussard, VP, Intl’ Seller Services, Amazon, pointed out the right message for #SMBs &amp; ho…","[0, 144]",0,en,47,16-04-21 13:05
Riya__077,120,264,07-06-19 8:25,FALSE,"मुंबई, भारत","RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:05
rinkeshkumar44,12,112,29-02-12 15:51,FALSE,,"@AmazonHelp @amazonIN @amazon @Jeff_Bezoz_bot @AMITAMAZON Dear Amazon team, 02nd time I order same product but it also get cancelled without any delivery attempt. Last time I also raised complaint and mail to upper management, but no any action. @ndtvfeed https://t.co/2XhQqZmngl","[0, 255]",1,en,2,16-04-21 13:05
atwayne10,304,204,23-04-13 10:15,FALSE,Mumbai,"RT @KKRiders: Understanding. Passion. And most of all, commitment to the cause. 

Watch how these 3 elements resulted in a change of guard…","[0, 139]",0,en,54,16-04-21 13:05
SHANTAN75296931,173,222,20-02-21 15:10,FALSE,"Maharashtra, India","RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:04
SHANTAN75296931,173,222,20-02-21 15:10,FALSE,"Maharashtra, India","RT @nakulvibhor: Speaking at #AmazonSmbhav, Eric Broussard, VP, Intl’ Seller Services, Amazon, pointed out the right message for #SMBs &amp; ho…","[0, 144]",0,en,47,16-04-21 13:04
Manoj82873142,159,167,20-02-21 15:07,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:04
Manoj82873142,159,167,20-02-21 15:07,FALSE,,"RT @nakulvibhor: Speaking at #AmazonSmbhav, Eric Broussard, VP, Intl’ Seller Services, Amazon, pointed out the right message for #SMBs &amp; ho…","[0, 144]",0,en,47,16-04-21 13:04
Mandvi62130261,129,199,22-02-21 12:26,FALSE,,"RT @Abhishek_Mshra: Couldn't agree more with Eric Broussard, VP, Intl’ Seller Services, @amazonIN, it is true that pandemic has accelerated…","[0, 140]",0,en,65,16-04-21 13:04
